,Unnamed: 0_otm,交易日期,行权价_otm,成交量(手)_otm,到期剩余天数_otm,期权代码_otm,收盘价_otm,到期ETF收盘价_otm,现期ETF收盘价_otm,monthly_RV_otm,option_type_otm,期权收益率_otm,IV_otm,在值程度_otm,Unnamed: 0_call_straddle,行权价_call_straddle,成交量(手)_call_straddle,到期剩余天数_call_straddle,期权代码_call_straddle,收盘价_call_straddle,到期ETF收盘价_call_straddle,现期ETF收盘价_call_straddle,monthly_RV_call_straddle,option_type_call_straddle,期权收益率_call_straddle,IV_call_straddle,在值程度_call_straddle,Unnamed: 0_put_straddle,行权价_put_straddle,成交量(手)_put_straddle,到期剩余天数_put_straddle,期权代码_put_straddle,收盘价_put_straddle,到期ETF收盘价_put_straddle,现期ETF收盘价_put_straddle,monthly_RV_put_straddle,option_type_put_straddle,期权收益率_put_straddle,IV_put_straddle,在值程度_put_straddle,Return_straddle,Return
877,6523,2020-05-13,2.7,11564.0,42,10002092.SH,0.02,2.958,2.86,0.1103428742044788,put,-0.7142857142857143,0.2026346372008919,0.94,1114,2.85,16218.0,42,10002086.SH,0.06,2.958,2.86,0.1103428742044788,call,0.5714285714285726,0.1314931317674815,1,1113,2.85,1184.0,42,10002000.SH,0.07,2.958,2.86,0.1103428742044788,put,-0.7142857142857143,0.2034143251693547,1,-0.12087912087912037,-0.012987012987012356
878,6523,2020-05-13,2.7,11564.0,42,10002092.SH,0.02,2.958,2.86,0.1103428742044788,put,-0.7142857142857143,0.2026346372008919,0.94,1114,2.85,16218.0,42,10002086.SH,0.06,2.958,2.86,0.1103428742044788,call,0.5714285714285726,0.1314931317674815,1,1114,2.85,12939.0,42,10002095.SH,0.07,2.958,2.86,0.1103428742044788,put,-0.7142857142857143,0.2034143251693547,1,-0.12087912087912037,-0.012987012987012356
879,6539,2020-05-14,2.65,8040.0,41,10002298.SH,0.02,2.958,2.8310000000000004,0.1178010031402532,put,-0.7317073170731707,0.2237146437507271,0.94,1115,2.8,3020.0,41,10001990.SH,0.07,2.958,2.8310000000000004,0.1178010031402532,call,0.919860627177704,0.1289798435725271,1,1115,2.8,2158.0,41,10001999.SH,0.06,2.958,2.8310000000000004,0.1178010031402532,put,-0.7317073170731707,0.2065353420185744,1,0.15759849906191573,0.3192904656319314
880,6539,2020-05-14,2.65,8040.0,41,10002298.SH,0.02,2.958,2.8310000000000004,0.1178010031402532,put,-0.7317073170731707,0.2237146437507271,0.94,1115,2.8,3020.0,41,10001990.SH,0.07,2.958,2.8310000000000004,0.1178010031402532,call,0.919860627177704,0.1289798435725271,1,1116,2.8,15673.0,41,10002094.SH,0.06,2.958,2.8310000000000004,0.1178010031402532,put,-0.7317073170731707,0.2065353420185744,1,0.15759849906191573,0.3192904656319314
881,6539,2020-05-14,2.65,8040.0,41,10002298.SH,0.02,2.958,2.8310000000000004,0.1178010031402532,put,-0.7317073170731707,0.2237146437507271,0.94,1116,2.8,13723.0,41,10002085.SH,0.07,2.958,2.8310000000000004,0.1178010031402532,call,0.919860627177704,0.1289798435725271,1,1115,2.8,2158.0,41,10001999.SH,0.06,2.958,2.8310000000000004,0.1178010031402532,put,-0.7317073170731707,0.2065353420185744,1,0.15759849906191573,0.3192904656319314
882,6539,2020-05-14,2.65,8040.0,41,10002298.SH,0.02,2.958,2.8310000000000004,0.1178010031402532,put,-0.7317073170731707,0.2237146437507271,0.94,1116,2.8,13723.0,41,10002085.SH,0.07,2.958,2.8310000000000004,0.1178010031402532,call,0.919860627177704,0.1289798435725271,1,1116,2.8,15673.0,41,10002094.SH,0.06,2.958,2.8310000000000004,0.1178010031402532,put,-0.7317073170731707,0.2065353420185744,1,0.15759849906191573,0.3192904656319314
883,6550,2020-05-15,2.65,7977.0,40,10002298.SH,0.02,2.958,2.812,0.1209423608131288,put,-0.75,0.2125453349509239,0.94,1117,2.8,2092.0,40,10001990.SH,0.06,2.958,2.812,0.1209423608131288,call,1.2250000000000043,0.1347791937955617,1,1117,2.8,1567.0,40,10001999.SH,0.07,2.958,2.812,0.1209423608131288,put,-0.75,0.2139686335518658,1,0.16153846153846363,0.3272727272727297
884,6550,2020-05-15,2.65,7977.0,40,10002298.SH,0.02,2.958,2.812,0.1209423608131288,put,-0.75,0.2125453349509239,0.94,1117,2.8,2092.0,40,10001990.SH,0.06,2.958,2.812,0.1209423608131288,call,1.2250000000000043,0.1347791937955617,1,1118,2.8,20391.0,40,10002094.SH,0.07,2.958,2.812,0.1209423608131288,put,-0.75,0.2139686335518658,1,0.16153846153846363,0.3272727272727297
885,6550,2020-05-15,2.65,7977.0,40,10002298.SH,0.02,2.958,2.812,0.1209423608131288,put,-0.75,0.2125453349509239,0.94,1118,2.8,19611.0,40,10002085.SH,0.06,2.958,2.812,0.1209423608131288,call,1.2250000000000043,0.1347791937955617,1,1117,2.8,1567.0,40,10001999.SH,0.07,2.958,2.812,0.1209423608131288,put,-0.75,0.2139686335518658,1,0.16153846153846363,0.3272727272727297
886,6550,2020-05-15,2.65,7977.0,40,10002298.SH,0.02,2.958,2.812,0.1209423608131288,put,-0.75,0.2125453349509239,0.94,1118,2.8,19611.0,40,10002085.SH,0.06,2.958,2.812,0.1209423608131288,call,1.2250000000000043,0.1347791937955617,1,1118,2.8,20391.0,40,10002094.SH,0.07,2.958,2.812,0.1209423608131288,put,-0.75,0.2139686335518658,1,0.16153846153846363,0.3272727272727297
887,6561,2020-05-18,2.65,15491.0,37,10002298.SH,0.0124,2.958,2.833,0.120992611158993,put,-0.8108108108108109,0.2005077061201929,0.94,1119,2.8,2212.0,37,10001990.SH,0.07,2.958,2.833,0.120992611158993,call,1.0193050193050233,0.1333188211241066,1,1119,2.8,1803.0,37,10001999.SH,0.05,2.958,2.833,0.120992611158993,put,-0.8108108108108109,0.190198670728296,1,0.2567567567567591,0.37978498945041944
888,6561,2020-05-18,2.65,15491.0,37,10002298.SH,0.0124,2.958,2.833,0.120992611158993,put,-0.8108108108108109,0.2005077061201929,0.94,1119,2.8,2212.0,37,10001990.SH,0.07,2.958,2.833,0.120992611158993,call,1.0193050193050233,0.1333188211241066,1,1120,2.8,29647.0,37,10002094.SH,0.05,2.958,2.833,0.120992611158993,put,-0.8108108108108109,0.190198670728296,1,0.2567567567567591,0.37978498945041944
889,6561,2020-05-18,2.65,15491.0,37,10002298.SH,0.0124,2.958,2.833,0.120992611158993,put,-0.8108108108108109,0.2005077061201929,0.94,1120,2.8,29248.0,37,10002085.SH,0.07,2.958,2.833,0.120992611158993,call,1.0193050193050233,0.1333188211241066,1,1119,2.8,1803.0,37,10001999.SH,0.05,2.958,2.833,0.120992611158993,put,-0.8108108108108109,0.190198670728296,1,0.2567567567567591,0.37978498945041944
890,6561,2020-05-18,2.65,15491.0,37,10002298.SH,0.0124,2.958,2.833,0.120992611158993,put,-0.8108108108108109,0.2005077061201929,0.94,1120,2.8,29248.0,37,10002085.SH,0.07,2.958,2.833,0.120992611158993,call,1.0193050193050233,0.1333188211241066,1,1120,2.8,29647.0,37,10002094.SH,0.05,2.958,2.833,0.120992611158993,put,-0.8108108108108109,0.190198670728296,1,0.2567567567567591,0.37978498945041944
891,6609,2020-05-22,2.6,37963.0,33,10002297.SH,0.02,2.958,2.768,0.1314060266441591,put,-0.9090909090909092,0.2421521393003464,0.94,1127,2.76,8862.0,33,10001989.SH,0.06,2.958,2.768,0.1314060266441591,call,2.090909090909097,0.1595349573461711,1,1127,2.76,10978.0,33,10001998.SH,0.06,2.958,2.768,0.1314060266441591,put,-0.9090909090909092,0.2012751751425862,1,0.590909090909094,0.8909090909090946
892,6619,2020-05-25,2.6,20279.0,30,10002297.SH,0.0118,2.958,2.78,0.1317037966842604,put,-1.0,0.2198871930048465,0.94,1128,2.76,6182.0,30,10001989.SH,0.06,2.958,2.78,0.1317037966842604,call,2.300000000000007,0.1462629765439629,1,1128,2.76,9769.0,30,10001998.SH,0.05,2.958,2.78,0.1317037966842604,put,-1.0,0.1952800237593651,1,0.8000000000000036,1.0162932790224075
893,6667,2020-06-02,2.7,6002.0,50,10002538.SH,0.02,3.334,2.879,0.1402414219122094,put,-0.6,0.1988502209870219,0.94,1135,2.85,9452.0,50,10002532.SH,0.07,3.334,2.879,0.1402414219122094,call,3.548571428571428,0.1152194625552296,1,1135,2.85,10804.0,50,10002541.SH,0.07,3.334,2.879,0.1402414219122094,put,-0.6,0.2077214142519235,1,1.474285714285714,1.8199999999999998
894,6672,2020-06-03,2.7,8276.0,49,10002538.SH,0.02,3.334,2.884,0.1388438250305976,put,-0.6122448979591837,0.2039257327658235,0.94,1136,2.85,17092.0,49,10002532.SH,0.08,3.334,2.884,0.1388438250305976,call,3.091836734693877,0.1338487657558321,1,1136,2.85,19382.0,49,10002541.SH,0.06,3.334,2.884,0.1388438250305976,put,-0.6122448979591837,0.190247308094114,1,1.5043731778425655,1.8571428571428572
895,6677,2020-06-04,2.7,7059.0,48,10002538.SH,0.02,3.334,2.878,0.136748613854699,put,-0.625,0.202061360014081,0.94,1137,2.85,8336.0,48,10002532.SH,0.07,3.334,2.878,0.136748613854699,call,3.696428571428571,0.1197399361594021,1,1137,2.85,10057.0,48,10002541.SH,0.07,3.334,2.878,0.136748613854699,put,-0.625,0.2105854160013795,1,1.5357142857142856,1.8958333333333333
896,6694,2020-06-09,2.75,9308.0,43,10002539.SH,0.02,3.334,2.923,0.1372658739210745,put,-0.6976744186046512,0.2058168083850741,0.94,1140,2.9,19797.0,43,10002533.SH,0.07,3.334,2.923,0.1372658739210745,call,3.627906976744188,0.1334752236337959,1,1140,2.9,15059.0,43,10002542.SH,0.06,3.334,2.923,0.1372658739210745,put,-0.6976744186046512,0.1869690542705953,1,1.6314847942754926,2.054968287526428
897,6705,2020-06-11,2.7,16714.0,41,10002538.SH,0.02,3.334,2.878,0.1437009742159501,put,-0.7317073170731707,0.2177037567491531,0.94,1142,2.85,18497.0,41,10002532.SH,0.07,3.334,2.878,0.1437009742159501,call,4.327526132404181,0.1316360040295719,1,1142,2.85,26944.0,41,10002541.SH,0.07,3.334,2.878,0.1437009742159501,put,-0.7317073170731707,0.2263526844048201,1,1.7979094076655049,2.219512195121951
898,6719,2020-06-16,2.7,15491.0,36,10002538.SH,0.02,3.334,2.877,0.1515943025256369,put,-0.8333333333333334,0.2308758998212814,0.94,1145,2.85,34807.0,36,10002532.SH,0.06,3.334,2.877,0.1515943025256369,call,5.888888888888889,0.1147057899833917,1,1145,2.85,39765.0,36,10002541.SH,0.06,3.334,2.877,0.1515943025256369,put,-0.8333333333333334,0.2109081749914587,1,2.5277777777777777,3.2
899,6724,2020-06-17,2.7,13100.0,35,10002538.SH,0.02,3.334,2.881,0.1499019162149407,put,-0.8571428571428571,0.2370329373387694,0.94,1146,2.85,22313.0,35,10002532.SH,0.06,3.334,2.881,0.1499019162149407,call,6.057142857142857,0.1088967838127314,1,1146,2.85,34647.0,35,10002541.SH,0.06,3.334,2.881,0.1499019162149407,put,-0.8571428571428571,0.2184358206302523,1,2.5999999999999996,3.291428571428571
900,6735,2020-06-19,2.75,32839.0,33,10002539.SH,0.0144,3.334,2.927,0.1530009865648884,put,-0.9090909090909092,0.2103954560934602,0.94,1148,2.9,80213.0,33,10002533.SH,0.06,3.334,2.927,0.1530009865648884,call,5.666666666666669,0.1185621489675342,1,1148,2.9,83652.0,33,10002542.SH,0.06,3.334,2.927,0.1530009865648884,put,-0.9090909090909092,0.2159383872628808,1,2.37878787878788,2.8271349862258965
901,6741,2020-06-22,2.75,29673.0,30,10002539.SH,0.02,3.334,2.924,0.1521649114850401,put,-1.0,0.2451933455701172,0.94,1149,2.9,92948.0,30,10002533.SH,0.06,3.334,2.924,0.1521649114850401,call,6.233333333333336,0.1312580511660277,1,1149,2.9,97076.0,30,10002542.SH,0.06,3.334,2.924,0.1521649114850401,put,-1.0,0.2218797156787813,1,2.616666666666668,3.3400000000000016
902,6747,2020-06-23,2.75,19330.0,29,10002539.SH,0.02,3.334,2.93,0.1201723563408269,put,-1.0344827586206895,0.2541478064821362,0.94,1150,2.9,90700.0,29,10002533.SH,0.07,3.334,2.93,0.1201723563408269,call,5.379310344827589,0.1538556508176923,1,1150,2.9,97546.0,29,10002542.SH,0.06,3.334,2.93,0.1201723563408269,put,-1.0344827586206895,0.2332197917004823,1,2.4190981432360754,3.0470219435736694
903,6764,2020-07-07,3.2,19877.0,50,10002601.SH,0.06,3.323,3.402,0.331187290087191,put,-0.6,0.2909524939380139,0.94,1152,3.4,33587.0,50,10002625.SH,0.16,3.323,3.402,0.331187290087191,call,-0.6,0.3064032022313326,1,1152,3.4,21055.0,50,10002626.SH,0.13,3.323,3.402,0.331187290087191,put,-0.2446153846153848,0.2719206807724983,1,-0.44068965517241393,-0.39913043478260885
904,6802,2020-07-13,3.2,23766.0,44,10002601.SH,0.04,3.323,3.4160000000000004,0.3493328836349217,put,-0.6818181818181818,0.2635608653017581,0.94,1156,3.4,45485.0,44,10002625.SH,0.14,3.323,3.4160000000000004,0.3493328836349217,call,-0.6818181818181818,0.2692235421426594,1,1156,3.4,28286.0,44,10002626.SH,0.12,3.323,3.4160000000000004,0.3493328836349217,put,-0.244318181818182,0.280852402523905,1,-0.47989510489510495,-0.44318181818181823
905,6827,2020-07-16,3.0,38698.0,41,10002599.SH,0.05,3.323,3.2060000000000004,0.3912330503486019,put,-0.7317073170731707,0.3136220661622584,0.94,1159,3.2,27934.0,41,10002592.SH,0.13,3.323,3.2060000000000004,0.3912330503486019,call,-0.0393996247654797,0.2870329242596923,1,1159,3.2,83764.0,41,10002601.SH,0.12,3.323,3.2060000000000004,0.3912330503486019,put,-0.7317073170731707,0.2971000543217211,1,-0.3717073170731714,-0.28170731707317154
906,6873,2020-07-24,3.0,171618.0,33,10002599.SH,0.04,3.323,3.2,0.4244157630228884,put,-0.9090909090909092,0.3093960989606678,0.94,1165,3.2,178084.0,33,10002592.SH,0.11,3.323,3.2,0.4244157630228884,call,0.1074380165289237,0.2781489756071865,1,1165,3.2,268859.0,33,10002601.SH,0.11,3.323,3.2,0.4244157630228884,put,-0.9090909090909092,0.2955883918790817,1,-0.4008264462809926,-0.28787878787878896
907,6895,2020-07-29,3.1,105641.0,28,10002600.SH,0.03,3.323,3.2910000000000004,0.4247631348157238,put,-1.0714285714285714,0.2797605055822133,0.94,1168,3.3,299467.0,28,10002593.SH,0.1,3.323,3.2910000000000004,0.4247631348157238,call,-0.8249999999999985,0.2792502304734289,1,1168,3.3,166985.0,28,10002602.SH,0.1,3.323,3.2910000000000004,0.4247631348157238,put,-1.0714285714285714,0.2705715601148904,1,-0.948214285714285,-0.9264705882352933
908,6911,2020-07-31,3.1,163590.0,26,10002600.SH,0.03,3.323,3.295,0.4205726732499416,put,-1.1538461538461535,0.2932266186153888,0.94,1170,3.3,336329.0,26,10002593.SH,0.09,3.323,3.295,0.4205726732499416,call,-0.8589743589743571,0.255985178343296,1,1170,3.3,244252.0,26,10002602.SH,0.11,3.323,3.295,0.4205726732499416,put,-1.1538461538461535,0.3142576897763312,1,-1.0211538461538454,-0.997737556561085
909,6967,2020-08-07,3.1,13499.0,47,10002245.SH,0.06,3.325,3.3080000000000003,0.273520375985832,put,-0.6382978723404256,0.3128288181438894,0.94,1174,3.3,24276.0,47,10002238.SH,0.13,3.325,3.3080000000000003,0.273520375985832,call,-0.5155482815057266,0.2560539024643599,1,1174,3.3,25409.0,47,10002247.SH,0.13,3.325,3.3080000000000003,0.273520375985832,put,-0.6382978723404256,0.2938574142556487,1,-0.5769230769230761,-0.5585106382978713
910,6999,2020-08-11,3.1,15659.0,43,10002245.SH,0.05,3.325,3.307,0.2630384134752349,put,-0.6976744186046512,0.2978351878404915,0.94,1176,3.3,33162.0,43,10002238.SH,0.12,3.325,3.307,0.2630384134752349,call,-0.5523255813953467,0.2476379990509301,1,1176,3.3,36625.0,43,10002247.SH,0.12,3.325,3.307,0.2630384134752349,put,-0.6976744186046512,0.2830826880069673,1,-0.624999999999999,-0.6058751529987747
911,7015,2020-08-12,3.1,30249.0,42,10002245.SH,0.05,3.325,3.297,0.2586520001522358,put,-0.7142857142857143,0.2942962234310805,0.94,1177,3.3,48857.0,42,10002238.SH,0.11,3.325,3.297,0.2586520001522358,call,-0.5519480519480496,0.2403010285754352,1,1177,3.3,41703.0,42,10002247.SH,0.13,3.325,3.297,0.2586520001522358,put,-0.7142857142857143,0.2981662914766668,1,-0.6398809523809513,-0.6203007518796979
912,7031,2020-08-13,3.1,10574.0,41,10002245.SH,0.05,3.325,3.286,0.2567874365482581,put,-0.7317073170731707,0.2899082508859932,0.94,1178,3.3,25750.0,41,10002238.SH,0.11,3.325,3.286,0.2567874365482581,call,-0.5654101995565386,0.2563776151282788,1,1178,3.3,23073.0,41,10002247.SH,0.12,3.325,3.286,0.2567874365482581,put,-0.7317073170731707,0.2667490565520526,1,-0.652173913043477,-0.6300813008130067
913,7063,2020-08-17,3.2,44659.0,37,10002246.SH,0.04,3.325,3.418,0.2224296877925149,put,-0.8108108108108109,0.2876853563751876,0.94,1180,3.4,82473.0,37,10002239.SH,0.14,3.325,3.418,0.2224296877925149,call,-0.8108108108108109,0.2928227973489463,1,1180,3.4,46844.0,37,10002248.SH,0.11,3.325,3.418,0.2224296877925149,put,-0.2579852579852599,0.2834295272614955,1,-0.5675675675675684,-0.5212355212355223
914,7080,2020-08-18,3.2,24391.0,36,10002246.SH,0.04,3.325,3.4130000000000003,0.2223704519074315,put,-0.8333333333333334,0.2880624747741221,0.94,1181,3.4,39911.0,36,10002239.SH,0.13,3.325,3.4130000000000003,0.2223704519074315,call,-0.8333333333333334,0.2800321834172606,1,1181,3.4,27444.0,36,10002248.SH,0.11,3.325,3.4130000000000003,0.2223704519074315,put,-0.2651515151515171,0.2817760356375277,1,-0.5729166666666676,-0.5208333333333345
915,7113,2020-08-20,3.1,32079.0,34,10002245.SH,0.03,3.325,3.312,0.2125472178105877,put,-0.8823529411764706,0.2696019718431234,0.94,1183,3.3,52394.0,34,10002238.SH,0.11,3.325,3.312,0.2125472178105877,call,-0.681818181818179,0.249155443141222,1,1183,3.3,57651.0,34,10002247.SH,0.1,3.325,3.312,0.2125472178105877,put,-0.8823529411764706,0.2718552051029504,1,-0.7773109243697464,-0.7598039215686258
916,7228,2020-09-09,3.1,16345.0,49,10002782.SH,0.06,3.364,3.285,0.1880159611920224,put,-0.6122448979591837,0.2914112408571541,0.94,1191,3.3,28947.0,49,10002775.SH,0.12,3.364,3.285,0.1880159611920224,call,-0.2857142857142853,0.2547618234232812,1,1191,3.3,28505.0,49,10002784.SH,0.14,3.364,3.285,0.1880159611920224,put,-0.6122448979591837,0.2864827140588759,1,-0.4615384615384614,-0.4163265306122447
917,7232,2020-09-10,3.1,15325.0,48,10002782.SH,0.05,3.364,3.2960000000000003,0.1866999379327474,put,-0.625,0.2755037227946819,0.94,1192,3.3,22451.0,48,10002775.SH,0.11,3.364,3.2960000000000003,0.1866999379327474,call,-0.261363636363636,0.2245905335677564,1,1192,3.3,25053.0,48,10002784.SH,0.12,3.364,3.2960000000000003,0.1866999379327474,put,-0.625,0.2582442826576978,1,-0.45108695652173897,-0.40277777777777757
918,7236,2020-09-11,3.1,13480.0,47,10002782.SH,0.04,3.364,3.313,0.1872369370840274,put,-0.6382978723404256,0.2613438120432198,0.94,1193,3.3,21483.0,47,10002775.SH,0.12,3.364,3.313,0.1872369370840274,call,-0.2978723404255315,0.2290206465756297,1,1193,3.3,20228.0,47,10002784.SH,0.11,3.364,3.313,0.1872369370840274,put,-0.6382978723404256,0.2562256233600974,1,-0.46068455134135045,-0.423292273236282
919,7252,2020-09-17,3.1,33170.0,41,10002782.SH,0.03,3.364,3.314,0.1677224739522102,put,-0.7317073170731707,0.2477465092524886,0.94,1197,3.3,60126.0,41,10002775.SH,0.09,3.364,3.314,0.1677224739522102,call,-0.2113821138211377,0.1771223718770444,1,1197,3.3,68322.0,41,10002784.SH,0.09,3.364,3.314,0.1677224739522102,put,-0.7317073170731707,0.2284918940362035,1,-0.47154471544715426,-0.4195121951219509
920,7257,2020-09-18,3.2,81087.0,40,10002783.SH,0.03,3.364,3.406,0.1828208950751142,put,-0.75,0.2382738458178937,0.94,1198,3.4,142611.0,40,10002776.SH,0.1,3.364,3.406,0.1828208950751142,call,-0.75,0.2061573295504152,1,1198,3.4,75256.0,40,10002785.SH,0.1,3.364,3.406,0.1828208950751142,put,-0.4799999999999997,0.238762305637598,1,-0.6149999999999999,-0.5911764705882352
921,7278,2020-09-25,3.1,56459.0,33,10002782.SH,0.03,3.364,3.282,0.1914231078607942,put,-0.9090909090909092,0.2519255676220953,0.94,1203,3.3,163421.0,33,10002775.SH,0.08,3.364,3.282,0.1914231078607942,call,-0.1818181818181811,0.2166957235007286,1,1203,3.3,140917.0,33,10002784.SH,0.1,3.364,3.282,0.1914231078607942,put,-0.9090909090909092,0.2392737728386819,1,-0.5858585858585855,-0.5212121212121208
922,7282,2020-09-28,3.1,47317.0,30,10002782.SH,0.03,3.364,3.302,0.191574100305459,put,-1.0,0.2789111398188472,0.94,1204,3.3,157563.0,30,10002775.SH,0.09,3.364,3.302,0.191574100305459,call,-0.2888888888888882,0.227528147016704,1,1204,3.3,119695.0,30,10002784.SH,0.09,3.364,3.302,0.191574100305459,put,-1.0,0.2494605591652691,1,-0.6444444444444442,-0.5733333333333329
923,7286,2020-09-29,3.1,36453.0,29,10002782.SH,0.03,3.364,3.295,0.1702303525311176,put,-1.0344827586206895,0.2781494524441063,0.94,1205,3.3,141967.0,29,10002775.SH,0.1,3.364,3.295,0.1702303525311176,call,-0.3724137931034477,0.2685697391210199,1,1205,3.3,123089.0,29,10002784.SH,0.09,3.364,3.295,0.1702303525311176,put,-1.0344827586206895,0.2444049553278684,1,-0.6860254083484572,-0.6206896551724135
924,7290,2020-09-30,3.1,68396.0,28,10002782.SH,0.03,3.364,3.281,0.1688072422042646,put,-1.0714285714285714,0.271833926255405,0.94,1206,3.3,193031.0,28,10002775.SH,0.08,3.364,3.281,0.1688072422042646,call,-0.2142857142857135,0.2379388678817451,1,1206,3.3,172463.0,28,10002784.SH,0.11,3.364,3.281,0.1688072422042646,put,-1.0714285714285714,0.2844130034085512,1,-0.7105263157894733,-0.6428571428571425
925,7324,2020-10-19,3.2,43101.0,37,10002827.SH,0.02,3.468,3.409,0.1882022342021282,put,-0.8108108108108109,0.2137011280398666,0.94,1213,3.4,71804.0,37,10002820.SH,0.1,3.468,3.409,0.1882022342021282,call,-0.259459459459459,0.2113530042330026,1,1213,3.4,75961.0,37,10002829.SH,0.09,3.468,3.409,0.1882022342021282,put,-0.8108108108108109,0.2275079410522282,1,-0.5206258890469414,-0.48648648648648624
926,7329,2020-10-20,3.2,20357.0,36,10002827.SH,0.02,3.468,3.412,0.1881263433198183,put,-0.8333333333333334,0.2183476654047071,0.94,1214,3.4,44505.0,36,10002820.SH,0.09,3.468,3.412,0.1881263433198183,call,-0.2037037037037031,0.18710238979429,1,1214,3.4,43893.0,36,10002829.SH,0.08,3.468,3.412,0.1881263433198183,put,-0.8333333333333334,0.2100656637588143,1,-0.4999999999999997,-0.45555555555555516
927,7339,2020-10-22,3.2,37364.0,34,10002827.SH,0.02,3.468,3.42,0.1876250502256908,put,-0.8823529411764706,0.2294039638545215,0.94,1216,3.4,89476.0,34,10002820.SH,0.1,3.468,3.42,0.1876250502256908,call,-0.28235294117647,0.2065481868131012,1,1216,3.4,78532.0,34,10002829.SH,0.08,3.468,3.42,0.1876250502256908,put,-0.8823529411764706,0.2243178424542546,1,-0.549019607843137,-0.5073529411764702
928,7344,2020-10-23,3.2,40764.0,33,10002827.SH,0.02,3.468,3.408,0.1866770136072073,put,-0.9090909090909092,0.2250679665336906,0.94,1217,3.4,114161.0,33,10002820.SH,0.1,3.468,3.408,0.1866770136072073,call,-0.2909090909090903,0.2262132990127056,1,1217,3.4,109905.0,33,10002829.SH,0.08,3.468,3.408,0.1866770136072073,put,-0.9090909090909092,0.2141584444482475,1,-0.5656565656565653,-0.5227272727272724
929,7407,2020-11-05,3.2,20065.0,48,10002572.SH,0.03,3.491,3.418,0.1642766426422232,put,-0.625,0.2253452472025453,0.94,1225,3.4,27269.0,48,10002627.SH,0.11,3.491,3.418,0.1642766426422232,call,-0.1079545454545443,0.1933060381206869,1,1225,3.4,24012.0,48,10002628.SH,0.1,3.491,3.418,0.1642766426422232,put,-0.625,0.2307512367690652,1,-0.3541666666666661,-0.3090277777777772
930,7420,2020-11-06,3.2,12752.0,47,10002572.SH,0.03,3.491,3.408,0.1645170490285918,put,-0.6382978723404256,0.2218788812141716,0.94,1226,3.4,18174.0,47,10002627.SH,0.1,3.491,3.408,0.1645170490285918,call,-0.057446808510637,0.1863571234909742,1,1226,3.4,14357.0,47,10002628.SH,0.1,3.491,3.408,0.1645170490285918,put,-0.6382978723404256,0.2236847222340106,1,-0.34787234042553133,-0.2966207759699618
931,7488,2020-11-13,3.2,45511.0,40,10002572.SH,0.02,3.491,3.388,0.1406612061408546,put,-0.75,0.1935603710127771,0.94,1231,3.4,50219.0,40,10002627.SH,0.08,3.491,3.388,0.1406612061408546,call,0.1031250000000018,0.1825044897952675,1,1231,3.4,45832.0,40,10002628.SH,0.09,3.491,3.388,0.1406612061408546,put,-0.75,0.1972566320011019,1,-0.348529411764705,-0.294999999999999
932,7569,2020-11-23,3.3,88308.0,30,10002580.SH,0.0128,3.491,3.5210000000000004,0.1538193133487501,put,-1.0,0.2050040398553014,0.94,1237,3.5,220386.0,30,10002643.SH,0.09,3.491,3.5210000000000004,0.1538193133487501,call,-1.0,0.1879288077808916,1,1237,3.5,131134.0,30,10002644.SH,0.07,3.491,3.5210000000000004,0.1538193133487501,put,-0.8714285714285729,0.2071732306080163,1,-0.9437500000000006,-0.9388586956521746
933,7583,2020-11-24,3.3,31951.0,29,10002580.SH,0.0135,3.491,3.4930000000000003,0.156230825192204,put,-1.0344827586206895,0.1943761197732985,0.94,1238,3.5,142378.0,29,10002643.SH,0.08,3.491,3.4930000000000003,0.156230825192204,call,-1.0344827586206895,0.2044188417454958,1,1238,3.5,107902.0,29,10002644.SH,0.08,3.491,3.4930000000000003,0.156230825192204,put,-0.9181034482758634,0.2029432102926075,1,-0.9762931034482766,-0.9709309167941634
934,7611,2020-11-26,3.3,77021.0,27,10002580.SH,0.01,3.491,3.497,0.1483171938628146,put,-1.1111111111111112,0.1858180295508504,0.94,1240,3.5,262781.0,27,10002643.SH,0.07,3.491,3.497,0.1483171938628146,call,-1.1111111111111112,0.180626706005156,1,1240,3.5,156388.0,27,10002644.SH,0.07,3.491,3.497,0.1483171938628146,put,-0.96825396825397,0.1884825346539914,1,-1.0396825396825407,-1.0341880341880352
935,7635,2020-12-08,3.3,10993.0,50,10002978.SH,0.02,3.806,3.499,0.1645550526359008,put,-0.6,0.1749902551948428,0.94,1242,3.5,26197.0,50,10002971.SH,0.11,3.806,3.499,0.1645550526359008,call,1.069090909090909,0.2033653897804618,1,1242,3.5,16902.0,50,10002980.SH,0.09,3.806,3.499,0.1645550526359008,put,-0.6,0.1840752502136528,1,0.3180000000000001,0.4200000000000001
936,7639,2020-12-09,3.25,4137.0,49,10002924.SH,0.02,3.806,3.47,0.1582376787203651,put,-0.6122448979591837,0.1900500168185532,0.94,1243,3.5,26722.0,49,10002971.SH,0.09,3.806,3.47,0.1582376787203651,call,1.4693877551020411,0.195249267778039,1,1243,3.5,30082.0,49,10002980.SH,0.1,3.806,3.47,0.1582376787203651,put,-0.6122448979591837,0.1771734530320763,1,0.3737916219119229,0.4897959183673471
