,Unnamed: 0_otm,交易日期,行权价_otm,成交量(手)_otm,到期剩余天数_otm,期权代码_otm,收盘价_otm,到期ETF收盘价_otm,现期ETF收盘价_otm,monthly_RV_otm,option_type_otm,期权收益率_otm,IV_otm,在值程度_otm,Unnamed: 0_atm,行权价_atm,成交量(手)_atm,到期剩余天数_atm,期权代码_atm,收盘价_atm,到期ETF收盘价_atm,现期ETF收盘价_atm,monthly_RV_atm,option_type_atm,期权收益率_atm,IV_atm,在值程度_atm,Unnamed: 0_itm,行权价_itm,成交量(手)_itm,到期剩余天数_itm,期权代码_itm,收盘价_itm,到期ETF收盘价_itm,现期ETF收盘价_itm,monthly_RV_itm,option_type_itm,期权收益率_itm,IV_itm,在值程度_itm,Return
381,5540,2020-05-18,2.95,2680.0,37,10001993.SH,0.02,2.958,2.833,0.120992611158993,call,-0.4864864864864862,0.1623617658158839,1.04,1119,2.8,2212.0,37,10001990.SH,0.07,2.958,2.833,0.120992611158993,call,1.0193050193050233,0.1333188211241066,1,6555,2.71,743.0,37,10002009.SH,0.14,2.958,2.833,0.120992611158993,call,0.6254826254826267,0.1462342471195459,0.96,-0.06486486486486528
382,5540,2020-05-18,2.95,2680.0,37,10001993.SH,0.02,2.958,2.833,0.120992611158993,call,-0.4864864864864862,0.1623617658158839,1.04,1120,2.8,29248.0,37,10002085.SH,0.07,2.958,2.833,0.120992611158993,call,1.0193050193050233,0.1333188211241066,1,6555,2.71,743.0,37,10002009.SH,0.14,2.958,2.833,0.120992611158993,call,0.6254826254826267,0.1462342471195459,0.96,-0.06486486486486528
383,5541,2020-05-18,2.95,17513.0,37,10002088.SH,0.02,2.958,2.833,0.120992611158993,call,-0.4864864864864862,0.1623617658158839,1.04,1119,2.8,2212.0,37,10001990.SH,0.07,2.958,2.833,0.120992611158993,call,1.0193050193050233,0.1333188211241066,1,6555,2.71,743.0,37,10002009.SH,0.14,2.958,2.833,0.120992611158993,call,0.6254826254826267,0.1462342471195459,0.96,-0.06486486486486528
384,5541,2020-05-18,2.95,17513.0,37,10002088.SH,0.02,2.958,2.833,0.120992611158993,call,-0.4864864864864862,0.1623617658158839,1.04,1120,2.8,29248.0,37,10002085.SH,0.07,2.958,2.833,0.120992611158993,call,1.0193050193050233,0.1333188211241066,1,6555,2.71,743.0,37,10002009.SH,0.14,2.958,2.833,0.120992611158993,call,0.6254826254826267,0.1462342471195459,0.96,-0.06486486486486528
385,5675,2020-05-28,2.9,9383.0,27,10001992.SH,0.0142,2.958,2.801,0.1274215613736521,call,3.4272300469483787,0.1520963610021471,1.04,1132,2.8,19470.0,27,10001990.SH,0.04,2.958,2.801,0.1274215613736521,call,3.277777777777788,0.1219957920222878,1,6646,2.7,43476.0,27,10002083.SH,0.11,2.958,2.801,0.1274215613736521,call,1.4949494949494953,0.1138870609921217,0.96,-0.04911111111111161
386,5675,2020-05-28,2.9,9383.0,27,10001992.SH,0.0142,2.958,2.801,0.1274215613736521,call,3.4272300469483787,0.1520963610021471,1.04,1133,2.8,263510.0,27,10002085.SH,0.05,2.958,2.801,0.1274215613736521,call,2.4000000000000083,0.1549894498037099,1,6646,2.7,43476.0,27,10002083.SH,0.11,2.958,2.801,0.1274215613736521,call,1.4949494949494953,0.1138870609921217,0.96,-0.026888888888889382
387,5676,2020-05-28,2.9,77045.0,27,10002087.SH,0.0145,2.958,2.801,0.1274215613736521,call,3.3333333333333544,0.1534282857283353,1.04,1132,2.8,19470.0,27,10001990.SH,0.04,2.958,2.801,0.1274215613736521,call,3.277777777777788,0.1219957920222878,1,6646,2.7,43476.0,27,10002083.SH,0.11,2.958,2.801,0.1274215613736521,call,1.4949494949494953,0.1138870609921217,0.96,-0.049444444444444936
388,5676,2020-05-28,2.9,77045.0,27,10002087.SH,0.0145,2.958,2.801,0.1274215613736521,call,3.3333333333333544,0.1534282857283353,1.04,1133,2.8,263510.0,27,10002085.SH,0.05,2.958,2.801,0.1274215613736521,call,2.4000000000000083,0.1549894498037099,1,6646,2.7,43476.0,27,10002083.SH,0.11,2.958,2.801,0.1274215613736521,call,1.4949494949494953,0.1138870609921217,0.96,-0.02722222222222271
389,5711,2020-06-02,3.0,10705.0,50,10002535.SH,0.02,3.334,2.879,0.1402414219122094,call,9.420000000000002,0.1384358177149295,1.04,1135,2.85,9452.0,50,10002532.SH,0.07,3.334,2.879,0.1402414219122094,call,3.548571428571428,0.1152194625552296,1,6668,2.75,1185.0,50,10002530.SH,0.13,3.334,2.879,0.1402414219122094,call,2.0953846153846154,,0.96,-0.0359999999999999
390,5720,2020-06-04,3.0,11999.0,48,10002535.SH,0.02,3.334,2.878,0.136748613854699,call,9.812500000000002,0.1422848453314304,1.04,1137,2.85,8336.0,48,10002532.SH,0.07,3.334,2.878,0.136748613854699,call,3.696428571428571,0.1197399361594021,1,6678,2.75,1212.0,48,10002530.SH,0.14,3.334,2.878,0.136748613854699,call,1.9821428571428568,0.0961492044130563,0.96,-0.0437499999999999
391,5742,2020-06-11,3.0,18659.0,41,10002535.SH,0.02,3.334,2.878,0.1437009742159501,call,11.487804878048784,0.1549344943487048,1.04,1142,2.85,18497.0,41,10002532.SH,0.07,3.334,2.878,0.1437009742159501,call,4.327526132404181,0.1316360040295719,1,6706,2.75,4723.0,41,10002530.SH,0.13,3.334,2.878,0.1437009742159501,call,2.555347091932458,,0.96,-0.043902439024390116
392,5758,2020-06-16,3.0,17014.0,36,10002535.SH,0.0133,3.334,2.877,0.1515943025256369,call,20.093984962406022,0.1414283866188824,1.04,1145,2.85,34807.0,36,10002532.SH,0.06,3.334,2.877,0.1515943025256369,call,5.888888888888889,0.1147057899833917,1,6720,2.75,6762.0,36,10002530.SH,0.13,3.334,2.877,0.1515943025256369,call,2.9102564102564106,,0.96,-0.0610833333333332
393,5794,2020-07-08,3.6,39044.0,49,10002655.SH,0.11,3.323,3.447,0.3299021664377123,call,-0.6122448979591837,0.3341218813899457,1.04,1153,3.5,46731.0,49,10002639.SH,0.15,3.323,3.447,0.3299021664377123,call,-0.6122448979591837,0.3360576008658111,1,6774,3.3,14150.0,49,10002593.SH,0.25,3.323,3.447,0.3299021664377123,call,-0.5559183673469384,0.32356679814744,0.96,-0.022653061224489714
394,5817,2020-07-15,3.5,51330.0,42,10002639.SH,0.08,3.323,3.35,0.3512786654451615,call,-0.7142857142857143,0.3008710892995297,1.04,1158,3.4,61310.0,42,10002625.SH,0.11,3.323,3.35,0.3512786654451615,call,-0.7142857142857143,0.2839296099811196,1,6820,3.2,10726.0,42,10002592.SH,0.22,3.323,3.35,0.3512786654451615,call,-0.3149350649350657,0.2828020694796741,0.96,0.030714285714285562
395,6187,2020-11-12,3.6,18996.0,41,10002659.SH,0.04,3.491,3.447,0.1282087181928897,call,-0.7317073170731707,0.2021094609383642,1.04,1230,3.4,21520.0,41,10002627.SH,0.12,3.491,3.447,0.1282087181928897,call,-0.1768292682926817,0.195446141821295,1,7476,3.3,7895.0,41,10002579.SH,0.18,3.491,3.447,0.1282087181928897,call,0.0447154471544726,0.1755057755097448,0.96,0.02121951219512187
396,6235,2020-11-27,3.7,133793.0,26,10002687.SH,0.03,3.491,3.557,0.1564949403555068,call,-1.1538461538461535,0.2089340105389357,1.04,1241,3.6,283848.0,26,10002659.SH,0.05,3.491,3.557,0.1564949403555068,call,-1.1538461538461535,0.1757714332786798,1,7626,3.4,141490.0,26,10002627.SH,0.18,3.491,3.557,0.1564949403555068,call,-0.5705128205128192,0.1918034057772159,0.96,-0.021923076923076684
397,6239,2020-12-08,3.65,5046.0,50,10002919.SH,0.05,3.806,3.499,0.1645550526359008,call,1.2720000000000016,0.2000464260049164,1.04,1242,3.5,26197.0,50,10002971.SH,0.11,3.806,3.499,0.1645550526359008,call,1.069090909090909,0.2033653897804618,1,7631,3.35,1437.0,50,10002916.SH,0.2,3.806,3.499,0.1645550526359008,call,0.7679999999999999,0.1995995702064633,0.96,-0.018
398,6265,2020-12-11,3.55,18307.0,47,10002918.SH,0.05,3.806,3.429,0.1614883476096793,call,2.6297872340425563,0.1909290954824835,1.04,1245,3.45,10955.0,47,10002917.SH,0.09,3.806,3.429,0.1614883476096793,call,1.8865248226950349,0.193829456047073,1,7661,3.3,2946.0,47,10002969.SH,0.18,3.806,3.429,0.1614883476096793,call,1.1560283687943274,0.1973485721196979,0.96,4.606244463870331e-16
399,6311,2020-12-18,3.65,20687.0,40,10002919.SH,0.04,3.806,3.505,0.158462051628982,call,2.1750000000000025,0.1960007329613119,1.04,1250,3.5,96966.0,40,10002971.SH,0.09,3.806,3.505,0.158462051628982,call,1.8000000000000007,0.1794488890109807,1,7707,3.35,944.0,40,10002916.SH,0.19,3.806,3.505,0.158462051628982,call,1.0499999999999998,0.1862998732582926,0.96,-0.03750000000000001
400,6408,2021-01-11,3.9,44656.0,44,10003053.SH,0.06,3.788,3.765,0.152747896326683,call,-0.6818181818181818,0.2098865518908202,1.04,1264,3.8,67932.0,44,10003052.SH,0.1,3.788,3.765,0.152747896326683,call,-0.6818181818181818,0.213718115355134,1,7841,3.6,8506.0,44,10003050.SH,0.21,3.788,3.765,0.152747896326683,call,-0.0714285714285723,0.1940326779818236,0.96,0.08045454545454528
401,6415,2021-01-13,4.0,61029.0,42,10003083.SH,0.07,3.788,3.862,0.1846165774865614,call,-0.7142857142857143,0.2323005097237527,1.04,1266,3.9,81429.0,42,10003053.SH,0.11,3.788,3.862,0.1846165774865614,call,-0.7142857142857143,0.2351955058729946,1,7857,3.7,20717.0,42,10003051.SH,0.23,3.788,3.862,0.1846165774865614,call,-0.4409937888198769,0.2464280253669768,0.96,0.005714285714285442
402,6430,2021-01-18,4.0,43797.0,37,10003083.SH,0.05,3.788,3.837,0.1976865519168724,call,-0.8108108108108109,0.2217504928735196,1.04,1269,3.8,70295.0,37,10003052.SH,0.13,3.788,3.837,0.1976865519168724,call,-0.8108108108108109,0.2177540034395754,1,7879,3.7,32210.0,37,10003051.SH,0.19,3.788,3.837,0.1976865519168724,call,-0.4352773826458052,0.2110679749642015,0.96,0.08756756756756728
403,6445,2021-01-21,4.0,78158.0,34,10003083.SH,0.05,3.788,3.84,0.196317321211422,call,-0.8823529411764706,0.2296250671737641,1.04,1272,3.8,111341.0,34,10003052.SH,0.13,3.788,3.84,0.196317321211422,call,-0.8823529411764706,0.2241982159920036,1,7900,3.7,48964.0,34,10003051.SH,0.19,3.788,3.84,0.196317321211422,call,-0.4736842105263174,0.2157793621501326,0.96,0.09529411764705852
404,6482,2021-02-02,3.9,14385.0,50,10002993.SH,0.07,3.454,3.752,0.2167000543476723,call,-0.6,0.2242364225502014,1.04,1279,3.75,2882.0,50,10002767.SH,0.13,3.454,3.752,0.2167000543476723,call,-0.6,0.2224029547913223,1,7957,3.6,3365.0,50,10002990.SH,0.21,3.454,3.752,0.2167000543476723,call,-0.6,0.2020557571802735,0.96,-0.01200000000000001
405,6489,2021-02-03,3.9,18376.0,49,10002993.SH,0.06,3.454,3.764,0.2166552194019827,call,-0.6122448979591837,0.1987981861581504,1.04,1280,3.75,5016.0,49,10002767.SH,0.13,3.454,3.764,0.2166552194019827,call,-0.6122448979591837,0.2129702860533744,1,7975,3.6,3576.0,49,10002990.SH,0.22,3.454,3.764,0.2166552194019827,call,-0.6122448979591837,0.2069368387050331,0.96,-0.012244897959183685
406,6511,2021-02-09,4.1,29620.0,43,10003089.SH,0.06,3.454,3.939,0.2101656535270829,call,-0.6976744186046512,0.2190979086933732,1.04,1284,3.9,62574.0,43,10002993.SH,0.13,3.454,3.939,0.2101656535270829,call,-0.6976744186046512,0.1927886104581058,1,8056,3.8,29410.0,43,10002992.SH,0.19,3.454,3.939,0.2101656535270829,call,-0.6976744186046512,0.1847224967276454,0.96,0.006976744186046518
407,6543,2021-02-25,4.0,189401.0,27,10003025.SH,0.03,3.454,3.843,0.224863425214574,call,-1.1111111111111112,0.199398881467849,1.04,1291,3.84,57697.0,27,10002909.SH,0.09,3.454,3.843,0.224863425214574,call,-1.1111111111111112,0.2044512070514261,1,8202,3.7,90669.0,27,10002991.SH,0.18,3.454,3.843,0.224863425214574,call,-1.1111111111111112,0.208815814587444,0.96,-0.03333333333333333
408,6550,2021-02-26,3.9,273435.0,26,10002993.SH,0.04,3.454,3.743,0.2425953315226464,call,-1.1538461538461535,0.2394423942944407,1.04,1292,3.75,47398.0,26,10002767.SH,0.1,3.454,3.743,0.2425953315226464,call,-1.1538461538461535,0.2519786157294214,1,8220,3.6,52129.0,26,10002990.SH,0.19,3.454,3.743,0.2425953315226464,call,-1.1538461538461535,0.2511638802473545,0.96,-0.03461538461538461
409,6582,2021-03-15,3.7,34125.0,44,10003266.SH,0.05,3.467,3.5580000000000003,0.2978069711340432,call,-0.6818181818181818,0.2046628034345806,1.04,1297,3.6,41888.0,44,10003265.SH,0.09,3.467,3.5580000000000003,0.2978069711340432,call,-0.6818181818181818,0.2125958200598061,1,8240,3.4,6123.0,44,10003263.SH,0.2,3.467,3.5580000000000003,0.2978069711340432,call,-0.4534090909090903,0.1940177768280804,0.96,-0.0020454545454544337
410,6627,2021-03-24,3.6,156325.0,35,10003265.SH,0.04,3.467,3.454,0.271984567033591,call,-0.8571428571428571,0.2142233240716457,1.04,1304,3.5,209238.0,35,10003264.SH,0.07,3.467,3.454,0.271984567033591,call,-0.8571428571428571,0.2046775555767864,1,8273,3.3,32803.0,35,10003299.SH,0.19,3.467,3.454,0.271984567033591,call,-0.1037593984962394,0.2075039766165018,0.96,0.06600000000000023
411,6634,2021-03-25,3.6,156220.0,34,10003265.SH,0.03,3.467,3.452,0.2708238576913799,call,-0.8823529411764706,0.190510641283065,1.04,1305,3.5,227215.0,34,10003264.SH,0.06,3.467,3.452,0.2708238576913799,call,-0.8823529411764706,0.1859018336395025,1,8277,3.3,28352.0,34,10003299.SH,0.18,3.467,3.452,0.2708238576913799,call,-0.0637254901960771,0.1830192352501749,0.96,0.06794117647058846
412,6686,2021-04-07,3.7,16242.0,49,10003331.SH,0.03,3.648,3.542,0.2234349344555274,call,-0.6122448979591837,0.1582983403993249,1.04,1313,3.5,12901.0,49,10003329.SH,0.1,3.648,3.542,0.2234349344555274,call,0.2938775510204089,0.137109138194859,1,8314,3.4,3430.0,49,10003328.SH,0.17,3.648,3.542,0.2234349344555274,call,0.2809123649459791,0.1348194269106685,0.96,-0.029387755102040843
413,6691,2021-04-08,3.7,12853.0,48,10003331.SH,0.03,3.648,3.5580000000000003,0.1959589059109857,call,-0.625,0.1501690457769929,1.04,1314,3.5,17155.0,48,10003329.SH,0.11,3.648,3.5580000000000003,0.1959589059109857,call,0.2159090909090916,0.1381877433074116,1,8318,3.4,3730.0,48,10003328.SH,0.17,3.648,3.5580000000000003,0.1959589059109857,call,0.2867647058823537,0.0775100068463682,0.96,-0.017500000000000033
414,6706,2021-04-13,3.6,26727.0,43,10003330.SH,0.03,3.648,3.45,0.17447293209402,call,0.4186046511627917,0.1694716427083313,1.04,1317,3.4,11300.0,43,10003328.SH,0.11,3.648,3.45,0.17447293209402,call,0.8752642706131093,0.1639370561850071,1,8329,3.3,4281.0,43,10003327.SH,0.18,3.648,3.45,0.17447293209402,call,0.6511627906976757,0.1631440167827904,0.96,-0.06279069767441864
415,6794,2021-05-07,3.55,3952.0,47,10002865.SH,0.04,3.469,3.399,0.1526180196802631,call,-0.6382978723404256,0.1893405728888362,1.04,1332,3.4,13041.0,47,10003006.SH,0.09,3.469,3.399,0.1526180196802631,call,-0.1489361702127662,0.1757126035237013,1,8404,3.25,316.0,47,10002862.SH,0.18,3.469,3.399,0.1526180196802631,call,0.138297872340425,0.1591935421116054,0.96,0.026170212765957417
416,6809,2021-05-10,3.55,2968.0,44,10002865.SH,0.03,3.469,3.399,0.1471867095230959,call,-0.6818181818181818,0.1705688146584481,1.04,1333,3.4,24615.0,44,10003006.SH,0.08,3.469,3.399,0.1471867095230959,call,-0.0937500000000004,0.1610000387822091,1,8414,3.25,593.0,44,10002862.SH,0.18,3.469,3.399,0.1471867095230959,call,0.1477272727272721,0.166024171382904,0.96,0.021136363636363616
417,6823,2021-05-11,3.55,6257.0,43,10002865.SH,0.04,3.469,3.429,0.1514228539666537,call,-0.6976744186046512,0.1765542802917361,1.04,1334,3.45,5232.0,43,10002864.SH,0.08,3.469,3.429,0.1514228539666537,call,-0.5319767441860492,0.1822105198342203,1,8429,3.3,6960.0,43,10003005.SH,0.17,3.469,3.429,0.1514228539666537,call,-0.0041039671682625,0.1815462860049605,0.96,0.0565116279069772
418,6867,2021-05-14,3.65,11314.0,40,10002866.SH,0.04,3.469,3.498,0.1720579109815888,call,-0.75,0.201094215531528,1.04,1337,3.5,69142.0,40,10003007.SH,0.09,3.469,3.498,0.1720579109815888,call,-0.75,0.1875212910283207,1,8457,3.35,2761.0,40,10002863.SH,0.18,3.469,3.498,0.1720579109815888,call,-0.2541666666666676,0.1728704766679406,0.96,0.059249999999999824
419,6904,2021-05-19,3.65,6699.0,35,10002866.SH,0.03,3.469,3.504,0.171098797989765,call,-0.8571428571428571,0.1834402226457297,1.04,1340,3.5,71614.0,35,10003007.SH,0.08,3.469,3.504,0.171098797989765,call,-0.8571428571428571,0.1712063158178925,1,8495,3.35,814.0,35,10002863.SH,0.18,3.469,3.504,0.171098797989765,call,-0.2904761904761915,0.1712591255067587,0.96,0.059142857142856955
420,6932,2021-05-21,3.6,100021.0,33,10003008.SH,0.03,3.469,3.475,0.1716761723539908,call,-0.9090909090909092,0.1756940068838298,1.04,1342,3.5,162884.0,33,10003007.SH,0.06,3.469,3.475,0.1716761723539908,call,-0.9090909090909092,0.1638903857714831,1,8519,3.35,1729.0,33,10002863.SH,0.16,3.469,3.475,0.1716761723539908,call,-0.2329545454545467,0.1873209003127812,0.96,0.04454545454545433
421,6967,2021-05-26,3.8,178791.0,28,10003010.SH,0.03,3.469,3.648,0.2113142497745298,call,-1.0714285714285714,0.2025187062247693,1.04,1345,3.65,44092.0,28,10002866.SH,0.09,3.469,3.648,0.2113142497745298,call,-1.0714285714285714,0.2178604572819173,1,8566,3.5,108857.0,28,10003007.SH,0.18,3.469,3.648,0.2113142497745298,call,-1.0714285714285714,0.203997794745326,0.96,-0.03214285714285714
422,6976,2021-05-27,3.8,236048.0,27,10003010.SH,0.04,3.469,3.658,0.2099492946071255,call,-1.1111111111111112,0.2285586512049734,1.04,1346,3.7,446246.0,27,10003009.SH,0.07,3.469,3.658,0.2099492946071255,call,-1.1111111111111112,0.2173465462916196,1,8582,3.5,136819.0,27,10003007.SH,0.19,3.469,3.658,0.2099492946071255,call,-1.1111111111111112,0.215687749856919,0.96,-0.1
423,6986,2021-05-28,3.8,254714.0,26,10003010.SH,0.03,3.469,3.651,0.2088020226227972,call,-1.1538461538461535,0.2080904860278367,1.04,1347,3.65,56589.0,26,10002866.SH,0.08,3.469,3.651,0.2088020226227972,call,-1.1538461538461535,0.1968637779838145,1,8597,3.5,118152.0,26,10003007.SH,0.19,3.469,3.651,0.2088020226227972,call,-1.1538461538461535,0.2391047937552332,0.96,-0.06923076923076922
424,7031,2021-06-18,3.6,103468.0,40,10003419.SH,0.04,3.1830000000000003,3.455,0.1747147232839595,call,-0.75,0.1988707845791876,1.04,1355,3.5,125922.0,40,10003418.SH,0.07,3.1830000000000003,3.455,0.1747147232839595,call,-0.75,0.1894457154296487,1,8628,3.3,16445.0,40,10003416.SH,0.2,3.1830000000000003,3.455,0.1747147232839595,call,-0.75,0.2184516158532202,0.96,-0.07500000000000001
425,7061,2021-06-25,3.7,196729.0,33,10003420.SH,0.03,3.1830000000000003,3.5410000000000004,0.1097432244737312,call,-0.9090909090909092,0.1961922723915279,1.04,1360,3.6,373086.0,33,10003419.SH,0.05,3.1830000000000003,3.5410000000000004,0.1097432244737312,call,-0.9090909090909092,0.170331141256243,1,8652,3.4,145663.0,33,10003417.SH,0.17,3.1830000000000003,3.5410000000000004,0.1097432244737312,call,-0.9090909090909092,0.1764692245061695,0.96,-0.09090909090909091
426,7085,2021-07-01,3.7,170198.0,27,10003420.SH,0.0133,3.1830000000000003,3.548,0.1186563126201101,call,-1.1111111111111112,0.1527639922944605,1.04,1364,3.5,507138.0,27,10003418.SH,0.07,3.1830000000000003,3.548,0.1186563126201101,call,-1.1111111111111112,0.0965901593546271,1,8673,3.4,134185.0,27,10003417.SH,0.13,3.1830000000000003,3.548,0.1186563126201101,call,-1.1111111111111112,,0.96,-0.003666666666666664
427,7536,2021-10-25,3.5,70203.0,30,10003630.SH,0.02,3.273,3.35,0.1579934183995112,call,-1.0,0.1772440248962044,1.04,1431,3.4,168836.0,30,10003629.SH,0.05,3.273,3.35,0.1579934183995112,call,-1.0,0.1805467762164771,1,8984,3.2,30932.0,30,10003627.SH,0.18,3.273,3.35,0.1579934183995112,call,-0.5944444444444447,0.2097954164345264,0.96,-0.027000000000000052
428,7751,2021-12-14,3.46,9382.0,43,10003715.SH,0.04,3.144,3.337,0.1143282908815965,call,-0.6976744186046512,0.1829424049014746,1.04,1460,3.36,13415.0,43,10003714.SH,0.07,3.144,3.337,0.1143282908815965,call,-0.6976744186046512,0.1676053030042946,1,9176,3.2,7340.0,43,10003769.SH,0.18,3.144,3.337,0.1143282908815965,call,-0.6976744186046512,0.1986842221343219,0.96,-0.055813953488372085
429,7785,2021-12-20,3.36,25794.0,37,10003714.SH,0.03,3.144,3.2430000000000003,0.1280774271739093,call,-0.8108108108108109,0.1713375055754483,1.04,1464,3.26,29729.0,37,10003713.SH,0.07,3.144,3.2430000000000003,0.1280774271739093,call,-0.8108108108108109,0.1808487331959307,1,9216,3.1,13642.0,37,10003768.SH,0.18,3.144,3.2430000000000003,0.1280774271739093,call,-0.6126126126126125,0.2099555144303441,0.96,-0.021081081081081032
430,7804,2021-12-22,3.36,26152.0,35,10003714.SH,0.03,3.144,3.244,0.1238422924577804,call,-0.8571428571428571,0.1756643833901882,1.04,1466,3.26,51835.0,35,10003713.SH,0.07,3.144,3.244,0.1238422924577804,call,-0.8571428571428571,0.1851981415551304,1,9235,3.1,12863.0,35,10003768.SH,0.18,3.144,3.244,0.1238422924577804,call,-0.6476190476190474,0.2142941939588487,0.96,-0.02228571428571423
431,7818,2021-12-23,3.4,127788.0,34,10003771.SH,0.02,3.144,3.275,0.1270616650241177,call,-0.8823529411764706,0.1523398458543122,1.04,1467,3.3,238348.0,34,10003770.SH,0.05,3.144,3.275,0.1270616650241177,call,-0.8823529411764706,0.1463576882771551,1,9240,3.16,8864.0,34,10003712.SH,0.15,3.144,3.275,0.1270616650241177,call,-0.8823529411764706,0.1881851076252758,0.96,-0.06176470588235292
432,7850,2021-12-29,3.36,59842.0,28,10003714.SH,0.02,3.144,3.225,0.1383668383327921,call,-1.0714285714285714,0.1793911023367643,1.04,1471,3.26,101237.0,28,10003713.SH,0.05,3.144,3.225,0.1383668383327921,call,-1.0714285714285714,0.1775418095526098,1,9284,3.1,32744.0,28,10003768.SH,0.16,3.144,3.225,0.1383668383327921,call,-0.776785714285714,0.2234737815016209,0.96,-0.038571428571428513
433,8008,2022-02-09,3.26,4993.0,42,10003536.SH,0.03,2.899,3.12,0.1800806755008993,call,-0.7142857142857143,0.1830262089901268,1.04,1495,3.1,26830.0,42,10003786.SH,0.09,2.899,3.12,0.1800806755008993,call,-0.7142857142857143,0.1785617935263364,1,9413,3.0,7866.0,42,10003785.SH,0.16,2.899,3.12,0.1800806755008993,call,-0.7142857142857143,0.194268771861732,0.96,-0.00714285714285715
434,8021,2022-02-10,3.26,4498.0,41,10003536.SH,0.03,2.899,3.128,0.1806885297927857,call,-0.7317073170731707,0.1791960760365724,1.04,1496,3.16,3262.0,41,10003535.SH,0.06,2.899,3.128,0.1806885297927857,call,-0.7317073170731707,0.1697879345976859,1,9423,3.0,9525.0,41,10003785.SH,0.16,2.899,3.128,0.1806885297927857,call,-0.7317073170731707,0.178110199160993,0.96,-0.051219512195121955
435,8035,2022-02-11,3.26,15789.0,40,10003536.SH,0.02,2.899,3.123,0.1806879794904124,call,-0.75,0.1546961950980424,1.04,1497,3.1,36355.0,40,10003786.SH,0.08,2.899,3.123,0.1806879794904124,call,-0.75,0.1544719029318988,1,9434,3.0,10800.0,40,10003785.SH,0.15,2.899,3.123,0.1806879794904124,call,-0.75,0.1605882304973602,0.96,-0.007499999999999986
436,8054,2022-02-14,3.2,45622.0,37,10003787.SH,0.03,2.899,3.088,0.1778797728941865,call,-0.8108108108108109,0.1761142790240049,1.04,1498,3.1,50638.0,37,10003786.SH,0.06,2.899,3.088,0.1778797728941865,call,-0.8108108108108109,0.1588430669755637,1,9439,2.96,1127.0,37,10003533.SH,0.16,2.899,3.088,0.1778797728941865,call,-0.8108108108108109,0.1921900013099312,0.96,-0.05675675675675677
437,8054,2022-02-14,3.2,45622.0,37,10003787.SH,0.03,2.899,3.088,0.1778797728941865,call,-0.8108108108108109,0.1761142790240049,1.04,1498,3.1,50638.0,37,10003786.SH,0.06,2.899,3.088,0.1778797728941865,call,-0.8108108108108109,0.1588430669755637,1,9443,2.95,1573.0,37,10003784.SH,0.17,2.899,3.088,0.1778797728941865,call,-0.8108108108108109,0.2004561481282413,0.96,-0.06486486486486488
438,8115,2022-02-21,3.26,15447.0,30,10003536.SH,0.02,2.899,3.13,0.1697005509357815,call,-1.0,0.1743828841682672,1.04,1503,3.16,24578.0,30,10003535.SH,0.04,2.899,3.13,0.1697005509357815,call,-1.0,0.1422275056918263,1,9495,3.0,27004.0,30,10003785.SH,0.15,2.899,3.13,0.1697005509357815,call,-1.0,0.1681791762372553,0.96,-0.08999999999999998
439,8135,2022-02-22,3.2,128182.0,29,10003787.SH,0.02,2.899,3.0810000000000004,0.1708812805815519,call,-1.0344827586206895,0.1713981234688759,1.04,1504,3.1,189067.0,29,10003786.SH,0.05,2.899,3.0810000000000004,0.1708812805815519,call,-1.0344827586206895,0.1624717959351241,1,9501,2.96,3005.0,29,10003533.SH,0.14,2.899,3.0810000000000004,0.1708812805815519,call,-1.0344827586206895,0.1627909786483049,0.96,-0.06206896551724138
440,8135,2022-02-22,3.2,128182.0,29,10003787.SH,0.02,2.899,3.0810000000000004,0.1708812805815519,call,-1.0344827586206895,0.1713981234688759,1.04,1504,3.1,189067.0,29,10003786.SH,0.05,2.899,3.0810000000000004,0.1708812805815519,call,-1.0344827586206895,0.1624717959351241,1,9505,2.95,6017.0,29,10003784.SH,0.15,2.899,3.0810000000000004,0.1708812805815519,call,-1.0344827586206895,0.17116769202739,0.96,-0.07241379310344825
441,8156,2022-02-24,3.16,84646.0,27,10003535.SH,0.02,2.899,3.043,0.1762960192954272,call,-1.1111111111111112,0.178486423490703,1.04,1506,3.06,61443.0,27,10003534.SH,0.05,2.899,3.043,0.1762960192954272,call,-1.1111111111111112,0.1683522680391371,1,9520,2.91,2475.0,27,10003532.SH,0.15,2.899,3.043,0.1762960192954272,call,-1.1111111111111112,0.1733287169478535,0.96,-0.07777777777777775
442,8258,2022-03-21,3.0,52037.0,37,10004038.SH,0.03,2.714,2.874,0.3149885201485847,call,-0.8108108108108109,0.201189225287795,1.04,1517,2.85,75655.0,37,10004035.SH,0.09,2.714,2.874,0.3149885201485847,call,-0.8108108108108109,0.2028778240299821,1,9578,2.75,14473.0,37,10004077.SH,0.15,2.714,2.874,0.3149885201485847,call,-0.8108108108108109,0.1822464614170492,0.96,0.0
443,8303,2022-03-29,2.95,63574.0,29,10004037.SH,0.02,2.714,2.823,0.3079510219531929,call,-1.0344827586206895,0.1942890374308228,1.04,1523,2.8,110196.0,29,10004071.SH,0.08,2.714,2.823,0.3079510219531929,call,-1.0344827586206895,0.2057009370135665,1,9623,2.7,10646.0,29,10004101.SH,0.15,2.714,2.823,0.3079510219531929,call,-0.9379310344827602,0.2180311052945852,0.96,0.004137931034482562
