,Unnamed: 0_call,交易日期_x,行权价_call,成交量(手)_call,到期剩余天数_call,期权代码_call,收盘价_call,到期ETF收盘价_call,现期ETF收盘价_call,monthly_RV_call,option_type_call,期权收益率_call,IV_call,在值程度_call,Unnamed: 0_put,行权价_put,成交量(手)_put,到期剩余天数_put,期权代码_put,收盘价_put,到期ETF收盘价_put,现期ETF收盘价_put,monthly_RV_put,option_type_put,期权收益率_put,IV_put,在值程度_put,Return,交易日期_y,CV_22,intensity_22,size_22,sizevol_22
331,8842,2022-06-15,3.1,77295.0,42,10004325.SH,0.03,2.867,2.9130000000000003,0.0,call,-1.0,0.2300183682256639,1.06,9885,2.75,44722.0,42,10004294.SH,0.03,2.867,2.9130000000000003,0.0,put,-1.0,0.2375982871117889,0.94,-1.0,2022-07-06,0.0006592895761417,0,0.0,0.0
332,8849,2022-06-17,3.1,56205.0,40,10004325.SH,0.03,2.867,2.929,0.0,call,-1.0,0.2232387605047822,1.06,9899,2.75,29543.0,40,10004294.SH,0.02,2.867,2.929,0.0,put,-1.0,0.2171787593004703,0.94,-1.0,2022-07-06,0.0006592895761417,0,0.0,0.0
333,8853,2022-06-20,3.1,70065.0,37,10004325.SH,0.03,2.867,2.923,0.0,call,-1.0,0.2375376692183614,1.06,9907,2.75,25456.0,37,10004294.SH,0.02,2.867,2.923,0.0,put,-1.0,0.221036966027677,0.94,-1.0,2022-07-06,0.0006592895761417,0,0.0,0.0
334,8857,2022-06-21,3.1,68978.0,36,10004325.SH,0.02,2.867,2.929,0.0,call,-1.0,0.1994047227201164,1.06,9914,2.75,21718.0,36,10004294.SH,0.02,2.867,2.929,0.0,put,-1.0,0.2283611811155676,0.94,-1.0,2022-07-06,0.0006592895761417,0,0.0,0.0
335,8874,2022-06-27,3.2,190463.0,30,10004329.SH,0.02,2.867,3.016,0.0,call,-1.0,0.222800964607805,1.06,9947,2.85,112656.0,30,10004296.SH,0.02,2.867,3.016,0.0,put,-1.0,0.230690887096405,0.94,-1.0,2022-07-06,0.0006592895761417,0,0.0,0.0
336,8882,2022-06-29,3.2,135423.0,28,10004329.SH,0.02,2.867,3.018,0.0,call,-1.0,0.2292437466494739,1.06,9965,2.85,52990.0,28,10004296.SH,0.0149,2.867,3.018,0.0,put,-1.0,0.215667901520133,0.94,-1.0,2022-07-06,0.0006592895761417,0,0.0,0.0
337,8924,2022-07-13,3.1,19898.0,42,10004348.SH,0.03,2.7460000000000004,2.935,0.0,call,-1.0,0.212879180399388,1.06,10024,2.75,3806.0,42,10004351.SH,0.02,2.7460000000000004,2.935,0.0,put,-0.0375950301289156,0.2162577487899065,0.94,-0.8353761144865698,2022-08-05,0.0004119783996813,0,0.0,0.0
338,8931,2022-07-14,3.1,23605.0,41,10004348.SH,0.02,2.7460000000000004,2.915,0.0,call,-1.0,0.1963640528918802,1.06,10029,2.75,6359.0,41,10004351.SH,0.02,2.7460000000000004,2.915,0.0,put,-0.0384941052915738,0.2049415146141946,0.94,-0.8145218809929535,2022-08-05,0.0004119783996813,0,0.0,0.0
339,8946,2022-07-18,3.1,30543.0,37,10004348.SH,0.02,2.7460000000000004,2.911,0.0,call,-1.0,0.2102845319049954,1.06,10036,2.75,14593.0,37,10004351.SH,0.02,2.7460000000000004,2.911,0.0,put,-0.042565839295342,0.2122104762240052,0.94,-0.8454072263580661,2022-08-05,0.0004119783996813,0,0.0,0.0
340,9010,2022-07-29,3.0,119026.0,26,10004347.SH,0.0097,2.7460000000000004,2.8280000000000003,0.0,call,-1.0,0.1911993726090788,1.06,10082,2.65,40514.0,26,10004404.SH,0.0113,2.7460000000000004,2.8280000000000003,0.0,put,-1.0,0.2266005799984931,0.94,-1.0,2022-08-05,0.0004119783996813,0,0.0,0.0
341,9036,2022-08-11,3.0,20761.0,48,10003978.SH,0.02,2.651,2.826,0.0,call,-1.0,0.1794192357150315,1.06,10100,2.65,18952.0,48,10004122.SH,0.02,2.651,2.826,0.0,put,-1.0,0.2043339051691591,0.94,-1.0,2022-09-06,0.0003303391618282,0,0.0,0.0
342,9052,2022-08-15,3.0,16805.0,44,10003978.SH,0.02,2.651,2.82,0.0,call,-1.0,0.1922624805217385,1.06,10116,2.65,12588.0,44,10004122.SH,0.02,2.651,2.82,0.0,put,-1.0,0.2087602034816741,0.94,-1.0,2022-09-06,0.0003303391618282,0,0.0,0.0
343,9069,2022-08-17,3.0,21898.0,42,10003978.SH,0.02,2.651,2.823,0.0,call,-1.0,0.1948133792287409,1.06,10131,2.65,12349.0,42,10004122.SH,0.0123,2.651,2.823,0.0,put,-1.0,0.1818415672675371,0.94,-1.0,2022-09-06,0.0003303391618282,0,0.0,0.0
344,9104,2022-08-23,2.95,24082.0,36,10003977.SH,0.0103,2.651,2.774,0.0,call,-1.0,0.1701520293882489,1.06,10162,2.6,11561.0,36,10004146.SH,0.0093,2.651,2.774,0.0,put,-1.0,0.1832789921622276,0.94,-1.0,2022-09-06,0.0003303391618282,0,0.0,0.0
345,9141,2022-08-29,2.95,21814.0,30,10003977.SH,0.0071,2.651,2.772,0.0,call,-1.0,0.169202408662498,1.06,10189,2.6,16805.0,30,10004146.SH,0.0081,2.651,2.772,0.0,put,-1.0,0.1905861603302359,0.94,-1.0,2022-09-06,0.0003303391618282,0,0.0,0.0
346,9168,2022-09-01,2.95,20221.0,27,10003977.SH,0.0062,2.651,2.775,0.0,call,-1.0,0.1699833483278751,1.06,10210,2.6,14228.0,27,10004146.SH,0.0066,2.651,2.775,0.0,put,-1.0,0.1915840607941151,0.94,-1.0,2022-10-14,0.0003965088159228,0,0.0,0.0
347,9218,2022-09-16,2.9,26082.0,40,10004464.SH,0.0138,2.439,2.724,0.0,call,-1.0,0.1803785123884081,1.06,10250,2.55,16033.0,40,10004466.SH,0.013,2.439,2.724,0.0,put,0.0550778135169935,0.1971898748323321,0.94,1.9032948155019904,2022-10-14,0.0003965088159228,0,0.0,0.0
348,9251,2022-09-26,2.8,50861.0,30,10004462.SH,0.0129,2.439,2.654,0.0,call,-1.0,0.1863240131273567,1.06,10279,2.5,17066.0,30,10004570.SH,0.0133,2.439,2.654,0.0,put,0.052081231544472,0.2155820708745718,0.94,1.328244274809158,2022-10-14,0.0003965088159228,0,0.0,0.0
349,9264,2022-09-28,2.8,45381.0,28,10004462.SH,0.0105,2.439,2.651,0.0,call,-1.0,0.1826331165543794,1.06,10288,2.5,17489.0,28,10004570.SH,0.0115,2.439,2.651,0.0,put,0.0614015416572391,0.2095910918143988,0.94,1.9822454145185184,2022-10-14,0.0003965088159228,0,0.0,0.0
350,9271,2022-09-29,2.8,61930.0,27,10004462.SH,0.0096,2.439,2.651,0.0,call,-1.0,0.1807758367518186,1.06,10292,2.5,36819.0,27,10004570.SH,0.0096,2.439,2.651,0.0,put,0.0708851868676048,0.2011993580723405,0.94,2.612514197333038,2022-10-14,0.0003965088159228,0,0.0,0.0
351,9278,2022-09-30,2.8,53635.0,26,10004462.SH,0.0079,2.439,2.65,0.0,call,-1.0,0.1743636914822459,1.06,10296,2.5,22449.0,26,10004570.SH,0.0085,2.439,2.65,0.0,put,0.078747122723418,0.1964808183326125,0.94,3.5525325736365216,2022-10-14,0.0003965088159228,0,0.0,0.0
352,9295,2022-10-12,2.75,18646.0,42,10004601.SH,0.02,2.575,2.594,0.0,call,-1.0,0.1963669735180139,1.06,10305,2.45,18986.0,42,10004604.SH,0.02,2.575,2.594,0.0,put,-1.0,0.209559739786923,0.94,-1.0,2022-11-15,0.0008786016236936,0,0.0,0.0
353,9318,2022-10-19,2.7,37261.0,35,10004600.SH,0.0145,2.575,2.557,0.0,call,-1.0,0.1836451433120071,1.06,10332,2.4,9872.0,35,10004634.SH,0.013,2.575,2.557,0.0,put,-1.0,0.2089820518586039,0.94,-1.0,2022-11-15,0.0008786016236936,0,0.0,0.0
354,9324,2022-10-20,2.7,39200.0,34,10004600.SH,0.013,2.575,2.544,0.0,call,-1.0,0.1904696929125786,1.06,10336,2.4,11598.0,34,10004634.SH,0.02,2.575,2.544,0.0,put,-1.0,0.2362906214638948,0.94,-1.0,2022-11-15,0.0008786016236936,0,0.0,0.0
355,9379,2022-11-08,2.65,15521.0,50,10004240.SH,0.03,2.649,2.497,0.0,call,-1.0,0.2189959251971542,1.06,10360,2.35,10698.0,50,10004652.SH,0.02,2.649,2.497,0.0,put,-1.0,0.2030559226195216,0.94,-1.0,2022-12-15,0.0005158921305785,1,0.1487959408839411,4.9816812186558055
356,9424,2022-11-11,2.7,27186.0,47,10004241.SH,0.03,2.649,2.555,0.0,call,-1.0,0.2148500069934725,1.06,10381,2.4,22873.0,47,10004636.SH,0.02,2.649,2.555,0.0,put,-1.0,0.2110036019800305,0.94,-1.0,2022-12-15,0.0005158921305785,1,0.1487959408839411,4.9816812186558055
357,9475,2022-11-17,2.75,23237.0,41,10004242.SH,0.03,2.649,2.6,0.0,call,-1.0,0.2310592436169386,1.06,10418,2.45,27125.0,41,10004580.SH,0.02,2.649,2.6,0.0,put,-1.0,0.2167751168478727,0.94,-1.0,2022-12-15,0.0005158921305785,1,0.1487959408839411,4.9816812186558055
358,9501,2022-11-21,2.7,54513.0,37,10004241.SH,0.02,2.649,2.557,0.0,call,-1.0,0.2022525120142996,1.06,10436,2.4,30675.0,37,10004636.SH,0.02,2.649,2.557,0.0,put,-1.0,0.2380792367500066,0.94,-1.0,2022-12-15,0.0005158921305785,1,0.1487959408839411,4.9816812186558055
359,9541,2022-11-24,2.7,88668.0,34,10004241.SH,0.02,2.649,2.5580000000000003,0.0,call,-1.0,0.2104819423897863,1.06,10462,2.4,29234.0,34,10004636.SH,0.0132,2.649,2.5580000000000003,0.0,put,-1.0,0.213824271174401,0.94,-1.0,2022-12-15,0.0005158921305785,1,0.1487959408839411,4.9816812186558055
360,9568,2022-11-28,2.7,78927.0,30,10004241.SH,0.02,2.649,2.54,0.0,call,-1.0,0.2427542055161893,1.06,10479,2.4,111081.0,30,10004636.SH,0.02,2.649,2.54,0.0,put,-1.0,0.2470400753558278,0.94,-1.0,2022-12-15,0.0005158921305785,1,0.1487959408839411,4.9816812186558055
361,9582,2022-11-29,2.8,102002.0,29,10004243.SH,0.02,2.649,2.648,0.0,call,-1.0,0.2299865989658832,1.06,10485,2.5,192653.0,29,10004246.SH,0.02,2.649,2.648,0.0,put,-1.0,0.2490460090681314,0.94,-1.0,2022-12-15,0.0005158921305785,1,0.1487959408839411,4.9816812186558055
362,9619,2022-12-01,2.8,48762.0,27,10004849.SH,0.0136,2.649,2.632,0.0,call,-1.0,0.2212567878476977,1.06,10505,2.47,62359.0,27,10004246.SH,0.0109,2.649,2.632,0.0,put,-1.0,0.2215670894732475,0.94,-1.0,2023-01-17,0.0003178537617032,0,0.0,0.0
363,9649,2022-12-13,2.85,4739.0,48,10004915.SH,0.02,2.849,2.679,0.0,call,-1.0,0.1872746471315622,1.06,10552,2.51,2083.0,48,10004791.SH,0.02,2.849,2.679,0.0,put,-1.0,0.2101761111103594,0.94,-1.0,2023-01-17,0.0003178537617032,0,0.0,0.0
364,9663,2022-12-15,2.85,6354.0,46,10004915.SH,0.02,2.849,2.682,0.0,call,-1.0,0.1892824881915449,1.06,10580,2.51,1876.0,46,10004791.SH,0.0145,2.849,2.682,0.0,put,-1.0,0.1929646228861212,0.94,-1.0,2023-01-17,0.0003178537617032,0,0.0,0.0
365,9675,2022-12-19,2.81,4779.0,42,10004837.SH,0.02,2.849,2.653,0.0,call,0.0160277881738055,0.192737171675384,1.06,10614,2.5,8536.0,42,10004870.SH,0.0145,2.849,2.653,0.0,put,-1.0,0.1885789153164029,0.94,0.0915220378268102,2023-01-17,0.0003178537617032,0,0.0,0.0
366,9678,2022-12-19,2.8,18745.0,42,10004867.SH,0.02,2.849,2.653,0.0,call,0.0215646567451697,0.1853028072590231,1.06,10614,2.5,8536.0,42,10004870.SH,0.0145,2.849,2.653,0.0,put,-1.0,0.1885789153164029,0.94,0.2848153114004796,2023-01-17,0.0003178537617032,0,0.0,0.0
367,9683,2022-12-20,2.76,6678.0,41,10004787.SH,0.02,2.849,2.607,0.0,call,0.0370833426641592,0.1956058225848078,1.06,10624,2.45,12458.0,41,10004869.SH,0.0142,2.849,2.607,0.0,put,-1.0,0.1959664901100099,0.94,1.0133756194483357,2023-01-17,0.0003178537617032,0,0.0,0.0
368,9693,2022-12-21,2.76,3908.0,40,10004787.SH,0.02,2.849,2.612,0.0,call,0.038027837105127,0.1939198464456797,1.06,10635,2.45,10897.0,40,10004869.SH,0.0139,2.849,2.612,0.0,put,-1.0,0.2005400118215084,0.94,1.0624941781535917,2023-01-17,0.0003178537617032,0,0.0,0.0
369,9721,2022-12-26,2.76,3142.0,35,10004787.SH,0.02,2.849,2.612,0.0,call,0.0435771751183029,0.2080350537359118,1.06,10671,2.45,5742.0,35,10004869.SH,0.0094,2.849,2.612,0.0,put,-1.0,0.1882558583032488,0.94,1.5841772208141904,2023-01-17,0.0003178537617032,0,0.0,0.0
370,9740,2022-12-28,2.81,4171.0,33,10004837.SH,0.0096,2.849,2.649,0.0,call,0.0433938776203459,0.1716550193594098,1.06,10696,2.5,35942.0,33,10004870.SH,0.0105,2.849,2.649,0.0,put,-1.0,0.1865076549460887,0.94,0.8268322989449457,2023-01-17,0.0003178537617032,0,0.0,0.0
371,9743,2022-12-28,2.8,21607.0,33,10004867.SH,0.0109,2.849,2.649,0.0,call,0.0466004000971316,0.1713016832018494,1.06,10696,2.5,35942.0,33,10004870.SH,0.0105,2.849,2.649,0.0,put,-1.0,0.1865076549460887,0.94,1.1236103056293745,2023-01-17,0.0003178537617032,0,0.0,0.0
372,9752,2022-12-29,2.8,27002.0,32,10004867.SH,0.0076,2.849,2.635,0.0,call,0.0599690945224939,0.1662151445692778,1.06,10701,2.47,4056.0,32,10004790.SH,0.0068,2.849,2.635,0.0,put,-1.0,0.1796303552612662,0.94,2.152056464842762,2023-01-17,0.0003178537617032,0,0.0,0.0
373,9757,2022-12-30,2.81,4699.0,31,10004837.SH,0.0079,2.849,2.649,0.0,call,0.0528559410768545,0.1671356782429218,1.06,10720,2.5,23758.0,31,10004870.SH,0.0073,2.849,2.649,0.0,put,-1.0,0.1718866428931951,0.94,1.4889738916006945,2023-01-17,0.0003178537617032,0,0.0,0.0
374,9760,2022-12-30,2.8,21242.0,31,10004867.SH,0.0088,2.849,2.649,0.0,call,0.0569520154405569,0.1652114028531313,1.06,10720,2.5,23758.0,31,10004870.SH,0.0073,2.849,2.649,0.0,put,-1.0,0.1718866428931951,0.94,1.93614579498884,2023-01-17,0.0003178537617032,0,0.0,0.0
